NOME,TIPO1,TIPO2,FRAQUEZAS_TIPO1,IMUNIDADES_TIPO1,VANTAGENS_TIPO1,FRAQUEZAS_TIPO2,IMUNIDADES_TIPO2,VANTAGENS_TIPO2,EFETIVIDADES,FRAQUEZAS,RESISTENCIAS,IMUNIDADES
Bonsly,Rock,,"['Water', 'Grass', 'Fighting', 'Ground', 'Steel']",,"['Normal', 'Fire', 'Poison', 'Flying']",,,,"{'Normal': 0.5, 'Fire': 0.5, 'Water': 2.0, 'Electric': 1.0, 'Grass': 2.0, 'Ice': 1.0, 'Fighting': 2.0, 'Poison': 0.5, 'Ground': 2.0, 'Flying': 0.5, 'Psychic': 1.0, 'Bug': 1.0, 'Rock': 1.0, 'Ghost': 1.0, 'Dragon': 1.0, 'Dark': 1.0, 'Steel': 2.0, 'Fairy': 1.0}","['Water', 'Grass', 'Fighting', 'Ground', 'Steel']","['Normal', 'Fire', 'Poison', 'Flying']",[]
Mime  Jr.,Psychic,Fairy,"['Bug', 'Ghost', 'Dark']",,"['Fighting', 'Psychic']","['Poison', 'Steel']",['Dragon'],"['Fighting', 'Bug', 'Dark']","{'Normal': 1.0, 'Fire': 1.0, 'Water': 1.0, 'Electric': 1.0, 'Grass': 1.0, 'Ice': 1.0, 'Fighting': 0.25, 'Poison': 2.0, 'Ground': 1.0, 'Flying': 1.0, 'Psychic': 0.5, 'Bug': 1.0, 'Rock': 1.0, 'Ghost': 2.0, 'Dragon': 0.0, 'Dark': 1.0, 'Steel': 2.0, 'Fairy': 1.0}","['Poison', 'Ghost', 'Steel']","['Fighting', 'Psychic']",['Dragon']
Happiny,Normal,,['Fighting'],['Ghost'],,,,,"{'Normal': 1.0, 'Fire': 1.0, 'Water': 1.0, 'Electric': 1.0, 'Grass': 1.0, 'Ice': 1.0, 'Fighting': 2.0, 'Poison': 1.0, 'Ground': 1.0, 'Flying': 1.0, 'Psychic': 1.0, 'Bug': 1.0, 'Rock': 1.0, 'Ghost': 0.0, 'Dragon': 1.0, 'Dark': 1.0, 'Steel': 1.0, 'Fairy': 1.0}",['Fighting'],[],['Ghost']
Chatot,Normal,Flying,['Fighting'],['Ghost'],,"['Electric', 'Ice', 'Rock']",['Ground'],"['Grass', 'Fighting', 'Bug']","{'Normal': 1.0, 'Fire': 1.0, 'Water': 1.0, 'Electric': 2.0, 'Grass': 0.5, 'Ice': 2.0, 'Fighting': 1.0, 'Poison': 1.0, 'Ground': 0.0, 'Flying': 1.0, 'Psychic': 1.0, 'Bug': 0.5, 'Rock': 2.0, 'Ghost': 0.0, 'Dragon': 1.0, 'Dark': 1.0, 'Steel': 1.0, 'Fairy': 1.0}","['Electric', 'Ice', 'Rock']","['Grass', 'Bug']","['Ground', 'Ghost']"
Spiritomb,Ghost,Dark,"['Ghost', 'Dark']","['Normal', 'Fighting']","['Poison', 'Bug']","['Fighting', 'Bug', 'Fairy']",['Psychic'],"['Ghost', 'Dark']","{'Normal': 0.0, 'Fire': 1.0, 'Water': 1.0, 'Electric': 1.0, 'Grass': 1.0, 'Ice': 1.0, 'Fighting': 0.0, 'Poison': 0.5, 'Ground': 1.0, 'Flying': 1.0, 'Psychic': 0.0, 'Bug': 1.0, 'Rock': 1.0, 'Ghost': 1.0, 'Dragon': 1.0, 'Dark': 1.0, 'Steel': 1.0, 'Fairy': 2.0}",['Fairy'],['Poison'],"['Normal', 'Fighting', 'Psychic']"
Gible,Dragon,Ground,"['Ice', 'Dragon', 'Fairy']",,"['Fire', 'Water', 'Electric', 'Grass']","['Water', 'Grass', 'Ice']",['Electric'],"['Poison', 'Rock']","{'Normal': 1.0, 'Fire': 0.5, 'Water': 1.0, 'Electric': 0.0, 'Grass': 1.0, 'Ice': 4.0, 'Fighting': 1.0, 'Poison': 0.5, 'Ground': 1.0, 'Flying': 1.0, 'Psychic': 1.0, 'Bug': 1.0, 'Rock': 0.5, 'Ghost': 1.0, 'Dragon': 2.0, 'Dark': 1.0, 'Steel': 1.0, 'Fairy': 2.0}","['Ice', 'Dragon', 'Fairy']","['Fire', 'Poison', 'Rock']",['Electric']
Gabite,Dragon,Ground,"['Ice', 'Dragon', 'Fairy']",,"['Fire', 'Water', 'Electric', 'Grass']","['Water', 'Grass', 'Ice']",['Electric'],"['Poison', 'Rock']","{'Normal': 1.0, 'Fire': 0.5, 'Water': 1.0, 'Electric': 0.0, 'Grass': 1.0, 'Ice': 4.0, 'Fighting': 1.0, 'Poison': 0.5, 'Ground': 1.0, 'Flying': 1.0, 'Psychic': 1.0, 'Bug': 1.0, 'Rock': 0.5, 'Ghost': 1.0, 'Dragon': 2.0, 'Dark': 1.0, 'Steel': 1.0, 'Fairy': 2.0}","['Ice', 'Dragon', 'Fairy']","['Fire', 'Poison', 'Rock']",['Electric']
Garchomp,Dragon,Ground,"['Ice', 'Dragon', 'Fairy']",,"['Fire', 'Water', 'Electric', 'Grass']","['Water', 'Grass', 'Ice']",['Electric'],"['Poison', 'Rock']","{'Normal': 1.0, 'Fire': 0.5, 'Water': 1.0, 'Electric': 0.0, 'Grass': 1.0, 'Ice': 4.0, 'Fighting': 1.0, 'Poison': 0.5, 'Ground': 1.0, 'Flying': 1.0, 'Psychic': 1.0, 'Bug': 1.0, 'Rock': 0.5, 'Ghost': 1.0, 'Dragon': 2.0, 'Dark': 1.0, 'Steel': 1.0, 'Fairy': 2.0}","['Ice', 'Dragon', 'Fairy']","['Fire', 'Poison', 'Rock']",['Electric']
Garchomp Mega  Garchomp,Dragon,Ground,"['Ice', 'Dragon', 'Fairy']",,"['Fire', 'Water', 'Electric', 'Grass']","['Water', 'Grass', 'Ice']",['Electric'],"['Poison', 'Rock']","{'Normal': 1.0, 'Fire': 0.5, 'Water': 1.0, 'Electric': 0.0, 'Grass': 1.0, 'Ice': 4.0, 'Fighting': 1.0, 'Poison': 0.5, 'Ground': 1.0, 'Flying': 1.0, 'Psychic': 1.0, 'Bug': 1.0, 'Rock': 0.5, 'Ghost': 1.0, 'Dragon': 2.0, 'Dark': 1.0, 'Steel': 1.0, 'Fairy': 2.0}","['Ice', 'Dragon', 'Fairy']","['Fire', 'Poison', 'Rock']",['Electric']
Munchlax,Normal,,['Fighting'],['Ghost'],,,,,"{'Normal': 1.0, 'Fire': 1.0, 'Water': 1.0, 'Electric': 1.0, 'Grass': 1.0, 'Ice': 1.0, 'Fighting': 2.0, 'Poison': 1.0, 'Ground': 1.0, 'Flying': 1.0, 'Psychic': 1.0, 'Bug': 1.0, 'Rock': 1.0, 'Ghost': 0.0, 'Dragon': 1.0, 'Dark': 1.0, 'Steel': 1.0, 'Fairy': 1.0}",['Fighting'],[],['Ghost']
Riolu,Fighting,,"['Flying', 'Psychic', 'Fairy']",,"['Bug', 'Rock', 'Dark']",,,,"{'Normal': 1.0, 'Fire': 1.0, 'Water': 1.0, 'Electric': 1.0, 'Grass': 1.0, 'Ice': 1.0, 'Fighting': 1.0, 'Poison': 1.0, 'Ground': 1.0, 'Flying': 2.0, 'Psychic': 2.0, 'Bug': 0.5, 'Rock': 0.5, 'Ghost': 1.0, 'Dragon': 1.0, 'Dark': 0.5, 'Steel': 1.0, 'Fairy': 2.0}","['Flying', 'Psychic', 'Fairy']","['Bug', 'Rock', 'Dark']",[]
Lucario,Fighting,Steel,"['Flying', 'Psychic', 'Fairy']",,"['Bug', 'Rock', 'Dark']","['Fire', 'Fighting', 'Ground']",['Poison'],"['Normal', 'Grass', 'Ice', 'Flying', 'Psychic', 'Bug', 'Rock', 'Dragon', 'Steel', 'Fairy']","{'Normal': 0.5, 'Fire': 2.0, 'Water': 1.0, 'Electric': 1.0, 'Grass': 0.5, 'Ice': 0.5, 'Fighting': 2.0, 'Poison': 0.0, 'Ground': 2.0, 'Flying': 1.0, 'Psychic': 1.0, 'Bug': 0.25, 'Rock': 0.25, 'Ghost': 1.0, 'Dragon': 0.5, 'Dark': 0.5, 'Steel': 0.5, 'Fairy': 1.0}","['Fire', 'Fighting', 'Ground']","['Normal', 'Grass', 'Ice', 'Bug', 'Rock', 'Dragon', 'Dark', 'Steel']",['Poison']
Lucario Mega  Lucario,Fighting,Steel,"['Flying', 'Psychic', 'Fairy']",,"['Bug', 'Rock', 'Dark']","['Fire', 'Fighting', 'Ground']",['Poison'],"['Normal', 'Grass', 'Ice', 'Flying', 'Psychic', 'Bug', 'Rock', 'Dragon', 'Steel', 'Fairy']","{'Normal': 0.5, 'Fire': 2.0, 'Water': 1.0, 'Electric': 1.0, 'Grass': 0.5, 'Ice': 0.5, 'Fighting': 2.0, 'Poison': 0.0, 'Ground': 2.0, 'Flying': 1.0, 'Psychic': 1.0, 'Bug': 0.25, 'Rock': 0.25, 'Ghost': 1.0, 'Dragon': 0.5, 'Dark': 0.5, 'Steel': 0.5, 'Fairy': 1.0}","['Fire', 'Fighting', 'Ground']","['Normal', 'Grass', 'Ice', 'Bug', 'Rock', 'Dragon', 'Dark', 'Steel']",['Poison']
Hippopotas,Ground,,"['Water', 'Grass', 'Ice']",['Electric'],"['Poison', 'Rock']",,,,"{'Normal': 1.0, 'Fire': 1.0, 'Water': 2.0, 'Electric': 0.0, 'Grass': 2.0, 'Ice': 2.0, 'Fighting': 1.0, 'Poison': 0.5, 'Ground': 1.0, 'Flying': 1.0, 'Psychic': 1.0, 'Bug': 1.0, 'Rock': 0.5, 'Ghost': 1.0, 'Dragon': 1.0, 'Dark': 1.0, 'Steel': 1.0, 'Fairy': 1.0}","['Water', 'Grass', 'Ice']","['Poison', 'Rock']",['Electric']
Hippowdon,Ground,,"['Water', 'Grass', 'Ice']",['Electric'],"['Poison', 'Rock']",,,,"{'Normal': 1.0, 'Fire': 1.0, 'Water': 2.0, 'Electric': 0.0, 'Grass': 2.0, 'Ice': 2.0, 'Fighting': 1.0, 'Poison': 0.5, 'Ground': 1.0, 'Flying': 1.0, 'Psychic': 1.0, 'Bug': 1.0, 'Rock': 0.5, 'Ghost': 1.0, 'Dragon': 1.0, 'Dark': 1.0, 'Steel': 1.0, 'Fairy': 1.0}","['Water', 'Grass', 'Ice']","['Poison', 'Rock']",['Electric']
Skorupi,Poison,Bug,"['Ground', 'Psychic']",,"['Grass', 'Fighting', 'Poison', 'Bug', 'Fairy']","['Fire', 'Flying', 'Rock']",,"['Grass', 'Fighting', 'Ground']","{'Normal': 1.0, 'Fire': 2.0, 'Water': 1.0, 'Electric': 1.0, 'Grass': 0.25, 'Ice': 1.0, 'Fighting': 0.25, 'Poison': 0.5, 'Ground': 1.0, 'Flying': 2.0, 'Psychic': 2.0, 'Bug': 0.5, 'Rock': 2.0, 'Ghost': 1.0, 'Dragon': 1.0, 'Dark': 1.0, 'Steel': 1.0, 'Fairy': 0.5}","['Fire', 'Flying', 'Psychic', 'Rock']","['Grass', 'Fighting', 'Poison', 'Bug', 'Fairy']",[]
Drapion,Poison,Dark,"['Ground', 'Psychic']",,"['Grass', 'Fighting', 'Poison', 'Bug', 'Fairy']","['Fighting', 'Bug', 'Fairy']",['Psychic'],"['Ghost', 'Dark']","{'Normal': 1.0, 'Fire': 1.0, 'Water': 1.0, 'Electric': 1.0, 'Grass': 0.5, 'Ice': 1.0, 'Fighting': 1.0, 'Poison': 0.5, 'Ground': 2.0, 'Flying': 1.0, 'Psychic': 0.0, 'Bug': 1.0, 'Rock': 1.0, 'Ghost': 0.5, 'Dragon': 1.0, 'Dark': 0.5, 'Steel': 1.0, 'Fairy': 1.0}",['Ground'],"['Grass', 'Poison', 'Ghost', 'Dark']",['Psychic']
Croagunk,Poison,Fighting,"['Ground', 'Psychic']",,"['Grass', 'Fighting', 'Poison', 'Bug', 'Fairy']","['Flying', 'Psychic', 'Fairy']",,"['Bug', 'Rock', 'Dark']","{'Normal': 1.0, 'Fire': 1.0, 'Water': 1.0, 'Electric': 1.0, 'Grass': 0.5, 'Ice': 1.0, 'Fighting': 0.5, 'Poison': 0.5, 'Ground': 2.0, 'Flying': 2.0, 'Psychic': 4.0, 'Bug': 0.25, 'Rock': 0.5, 'Ghost': 1.0, 'Dragon': 1.0, 'Dark': 0.5, 'Steel': 1.0, 'Fairy': 1.0}","['Ground', 'Flying', 'Psychic']","['Grass', 'Fighting', 'Poison', 'Bug', 'Rock', 'Dark']",[]
Toxicroak,Poison,Fighting,"['Ground', 'Psychic']",,"['Grass', 'Fighting', 'Poison', 'Bug', 'Fairy']","['Flying', 'Psychic', 'Fairy']",,"['Bug', 'Rock', 'Dark']","{'Normal': 1.0, 'Fire': 1.0, 'Water': 1.0, 'Electric': 1.0, 'Grass': 0.5, 'Ice': 1.0, 'Fighting': 0.5, 'Poison': 0.5, 'Ground': 2.0, 'Flying': 2.0, 'Psychic': 4.0, 'Bug': 0.25, 'Rock': 0.5, 'Ghost': 1.0, 'Dragon': 1.0, 'Dark': 0.5, 'Steel': 1.0, 'Fairy': 1.0}","['Ground', 'Flying', 'Psychic']","['Grass', 'Fighting', 'Poison', 'Bug', 'Rock', 'Dark']",[]
Carnivine,Grass,,"['Fire', 'Ice', 'Poison', 'Flying', 'Bug']",,"['Water', 'Electric', 'Grass', 'Ground']",,,,"{'Normal': 1.0, 'Fire': 2.0, 'Water': 0.5, 'Electric': 0.5, 'Grass': 0.5, 'Ice': 2.0, 'Fighting': 1.0, 'Poison': 2.0, 'Ground': 0.5, 'Flying': 2.0, 'Psychic': 1.0, 'Bug': 2.0, 'Rock': 1.0, 'Ghost': 1.0, 'Dragon': 1.0, 'Dark': 1.0, 'Steel': 1.0, 'Fairy': 1.0}","['Fire', 'Ice', 'Poison', 'Flying', 'Bug']","['Water', 'Electric', 'Grass', 'Ground']",[]
Finneon,Water,,"['Electric', 'Grass']",,"['Fire', 'Water', 'Ice', 'Steel']",,,,"{'Normal': 1.0, 'Fire': 0.5, 'Water': 0.5, 'Electric': 2.0, 'Grass': 2.0, 'Ice': 0.5, 'Fighting': 1.0, 'Poison': 1.0, 'Ground': 1.0, 'Flying': 1.0, 'Psychic': 1.0, 'Bug': 1.0, 'Rock': 1.0, 'Ghost': 1.0, 'Dragon': 1.0, 'Dark': 1.0, 'Steel': 0.5, 'Fairy': 1.0}","['Electric', 'Grass']","['Fire', 'Water', 'Ice', 'Steel']",[]
Lumineon,Water,,"['Electric', 'Grass']",,"['Fire', 'Water', 'Ice', 'Steel']",,,,"{'Normal': 1.0, 'Fire': 0.5, 'Water': 0.5, 'Electric': 2.0, 'Grass': 2.0, 'Ice': 0.5, 'Fighting': 1.0, 'Poison': 1.0, 'Ground': 1.0, 'Flying': 1.0, 'Psychic': 1.0, 'Bug': 1.0, 'Rock': 1.0, 'Ghost': 1.0, 'Dragon': 1.0, 'Dark': 1.0, 'Steel': 0.5, 'Fairy': 1.0}","['Electric', 'Grass']","['Fire', 'Water', 'Ice', 'Steel']",[]
Mantyke,Water,Flying,"['Electric', 'Grass']",,"['Fire', 'Water', 'Ice', 'Steel']","['Electric', 'Ice', 'Rock']",['Ground'],"['Grass', 'Fighting', 'Bug']","{'Normal': 1.0, 'Fire': 0.5, 'Water': 0.5, 'Electric': 4.0, 'Grass': 1.0, 'Ice': 1.0, 'Fighting': 0.5, 'Poison': 1.0, 'Ground': 0.0, 'Flying': 1.0, 'Psychic': 1.0, 'Bug': 0.5, 'Rock': 2.0, 'Ghost': 1.0, 'Dragon': 1.0, 'Dark': 1.0, 'Steel': 0.5, 'Fairy': 1.0}","['Electric', 'Rock']","['Fire', 'Water', 'Fighting', 'Bug', 'Steel']",['Ground']
Snover,Grass,Ice,"['Fire', 'Ice', 'Poison', 'Flying', 'Bug']",,"['Water', 'Electric', 'Grass', 'Ground']","['Fire', 'Fighting', 'Rock', 'Steel']",,['Ice'],"{'Normal': 1.0, 'Fire': 4.0, 'Water': 0.5, 'Electric': 0.5, 'Grass': 0.5, 'Ice': 1.0, 'Fighting': 2.0, 'Poison': 2.0, 'Ground': 0.5, 'Flying': 2.0, 'Psychic': 1.0, 'Bug': 2.0, 'Rock': 2.0, 'Ghost': 1.0, 'Dragon': 1.0, 'Dark': 1.0, 'Steel': 2.0, 'Fairy': 1.0}","['Fire', 'Fighting', 'Poison', 'Flying', 'Bug', 'Rock', 'Steel']","['Water', 'Electric', 'Grass', 'Ground']",[]
Abomasnow,Grass,Ice,"['Fire', 'Ice', 'Poison', 'Flying', 'Bug']",,"['Water', 'Electric', 'Grass', 'Ground']","['Fire', 'Fighting', 'Rock', 'Steel']",,['Ice'],"{'Normal': 1.0, 'Fire': 4.0, 'Water': 0.5, 'Electric': 0.5, 'Grass': 0.5, 'Ice': 1.0, 'Fighting': 2.0, 'Poison': 2.0, 'Ground': 0.5, 'Flying': 2.0, 'Psychic': 1.0, 'Bug': 2.0, 'Rock': 2.0, 'Ghost': 1.0, 'Dragon': 1.0, 'Dark': 1.0, 'Steel': 2.0, 'Fairy': 1.0}","['Fire', 'Fighting', 'Poison', 'Flying', 'Bug', 'Rock', 'Steel']","['Water', 'Electric', 'Grass', 'Ground']",[]
Abomasnow Mega  Abomasnow,Grass,Ice,"['Fire', 'Ice', 'Poison', 'Flying', 'Bug']",,"['Water', 'Electric', 'Grass', 'Ground']","['Fire', 'Fighting', 'Rock', 'Steel']",,['Ice'],"{'Normal': 1.0, 'Fire': 4.0, 'Water': 0.5, 'Electric': 0.5, 'Grass': 0.5, 'Ice': 1.0, 'Fighting': 2.0, 'Poison': 2.0, 'Ground': 0.5, 'Flying': 2.0, 'Psychic': 1.0, 'Bug': 2.0, 'Rock': 2.0, 'Ghost': 1.0, 'Dragon': 1.0, 'Dark': 1.0, 'Steel': 2.0, 'Fairy': 1.0}","['Fire', 'Fighting', 'Poison', 'Flying', 'Bug', 'Rock', 'Steel']","['Water', 'Electric', 'Grass', 'Ground']",[]
Weavile,Dark,Ice,"['Fighting', 'Bug', 'Fairy']",['Psychic'],"['Ghost', 'Dark']","['Fire', 'Fighting', 'Rock', 'Steel']",,['Ice'],"{'Normal': 1.0, 'Fire': 2.0, 'Water': 1.0, 'Electric': 1.0, 'Grass': 1.0, 'Ice': 0.5, 'Fighting': 4.0, 'Poison': 1.0, 'Ground': 1.0, 'Flying': 1.0, 'Psychic': 0.0, 'Bug': 2.0, 'Rock': 2.0, 'Ghost': 0.5, 'Dragon': 1.0, 'Dark': 0.5, 'Steel': 2.0, 'Fairy': 2.0}","['Fire', 'Fighting', 'Bug', 'Rock', 'Steel', 'Fairy']","['Ice', 'Ghost', 'Dark']",['Psychic']
Magnezone,Electric,Steel,['Ground'],,"['Electric', 'Flying', 'Steel']","['Fire', 'Fighting', 'Ground']",['Poison'],"['Normal', 'Grass', 'Ice', 'Flying', 'Psychic', 'Bug', 'Rock', 'Dragon', 'Steel', 'Fairy']","{'Normal': 0.5, 'Fire': 2.0, 'Water': 1.0, 'Electric': 0.5, 'Grass': 0.5, 'Ice': 0.5, 'Fighting': 2.0, 'Poison': 0.0, 'Ground': 4.0, 'Flying': 0.25, 'Psychic': 0.5, 'Bug': 0.5, 'Rock': 0.5, 'Ghost': 1.0, 'Dragon': 0.5, 'Dark': 1.0, 'Steel': 0.25, 'Fairy': 0.5}","['Fire', 'Fighting', 'Ground']","['Normal', 'Electric', 'Grass', 'Ice', 'Flying', 'Psychic', 'Bug', 'Rock', 'Dragon', 'Steel', 'Fairy']",['Poison']
Lickilicky,Normal,,['Fighting'],['Ghost'],,,,,"{'Normal': 1.0, 'Fire': 1.0, 'Water': 1.0, 'Electric': 1.0, 'Grass': 1.0, 'Ice': 1.0, 'Fighting': 2.0, 'Poison': 1.0, 'Ground': 1.0, 'Flying': 1.0, 'Psychic': 1.0, 'Bug': 1.0, 'Rock': 1.0, 'Ghost': 0.0, 'Dragon': 1.0, 'Dark': 1.0, 'Steel': 1.0, 'Fairy': 1.0}",['Fighting'],[],['Ghost']
Rhyperior,Ground,Rock,"['Water', 'Grass', 'Ice']",['Electric'],"['Poison', 'Rock']","['Water', 'Grass', 'Fighting', 'Ground', 'Steel']",,"['Normal', 'Fire', 'Poison', 'Flying']","{'Normal': 0.5, 'Fire': 0.5, 'Water': 4.0, 'Electric': 0.0, 'Grass': 4.0, 'Ice': 2.0, 'Fighting': 2.0, 'Poison': 0.25, 'Ground': 2.0, 'Flying': 0.5, 'Psychic': 1.0, 'Bug': 1.0, 'Rock': 0.5, 'Ghost': 1.0, 'Dragon': 1.0, 'Dark': 1.0, 'Steel': 2.0, 'Fairy': 1.0}","['Water', 'Grass', 'Ice', 'Fighting', 'Ground', 'Steel']","['Normal', 'Fire', 'Poison', 'Flying', 'Rock']",['Electric']
Tangrowth,Grass,,"['Fire', 'Ice', 'Poison', 'Flying', 'Bug']",,"['Water', 'Electric', 'Grass', 'Ground']",,,,"{'Normal': 1.0, 'Fire': 2.0, 'Water': 0.5, 'Electric': 0.5, 'Grass': 0.5, 'Ice': 2.0, 'Fighting': 1.0, 'Poison': 2.0, 'Ground': 0.5, 'Flying': 2.0, 'Psychic': 1.0, 'Bug': 2.0, 'Rock': 1.0, 'Ghost': 1.0, 'Dragon': 1.0, 'Dark': 1.0, 'Steel': 1.0, 'Fairy': 1.0}","['Fire', 'Ice', 'Poison', 'Flying', 'Bug']","['Water', 'Electric', 'Grass', 'Ground']",[]
Electivire,Electric,,['Ground'],,"['Electric', 'Flying', 'Steel']",,,,"{'Normal': 1.0, 'Fire': 1.0, 'Water': 1.0, 'Electric': 0.5, 'Grass': 1.0, 'Ice': 1.0, 'Fighting': 1.0, 'Poison': 1.0, 'Ground': 2.0, 'Flying': 0.5, 'Psychic': 1.0, 'Bug': 1.0, 'Rock': 1.0, 'Ghost': 1.0, 'Dragon': 1.0, 'Dark': 1.0, 'Steel': 0.5, 'Fairy': 1.0}",['Ground'],"['Electric', 'Flying', 'Steel']",[]
Magmortar,Fire,,"['Water', 'Ground', 'Rock']",,"['Fire', 'Grass', 'Ice', 'Bug', 'Steel', 'Fairy']",,,,"{'Normal': 1.0, 'Fire': 0.5, 'Water': 2.0, 'Electric': 1.0, 'Grass': 0.5, 'Ice': 0.5, 'Fighting': 1.0, 'Poison': 1.0, 'Ground': 2.0, 'Flying': 1.0, 'Psychic': 1.0, 'Bug': 0.5, 'Rock': 2.0, 'Ghost': 1.0, 'Dragon': 1.0, 'Dark': 1.0, 'Steel': 0.5, 'Fairy': 0.5}","['Water', 'Ground', 'Rock']","['Fire', 'Grass', 'Ice', 'Bug', 'Steel', 'Fairy']",[]
Togekiss,Fairy,Flying,"['Poison', 'Steel']",['Dragon'],"['Fighting', 'Bug', 'Dark']","['Electric', 'Ice', 'Rock']",['Ground'],"['Grass', 'Fighting', 'Bug']","{'Normal': 1.0, 'Fire': 1.0, 'Water': 1.0, 'Electric': 2.0, 'Grass': 0.5, 'Ice': 2.0, 'Fighting': 0.25, 'Poison': 2.0, 'Ground': 0.0, 'Flying': 1.0, 'Psychic': 1.0, 'Bug': 0.25, 'Rock': 2.0, 'Ghost': 1.0, 'Dragon': 0.0, 'Dark': 0.5, 'Steel': 2.0, 'Fairy': 1.0}","['Electric', 'Ice', 'Poison', 'Rock', 'Steel']","['Grass', 'Fighting', 'Bug', 'Dark']","['Ground', 'Dragon']"
Yanmega,Bug,Flying,"['Fire', 'Flying', 'Rock']",,"['Grass', 'Fighting', 'Ground']","['Electric', 'Ice', 'Rock']",['Ground'],"['Grass', 'Fighting', 'Bug']","{'Normal': 1.0, 'Fire': 2.0, 'Water': 1.0, 'Electric': 2.0, 'Grass': 0.25, 'Ice': 2.0, 'Fighting': 0.25, 'Poison': 1.0, 'Ground': 0.0, 'Flying': 2.0, 'Psychic': 1.0, 'Bug': 0.5, 'Rock': 4.0, 'Ghost': 1.0, 'Dragon': 1.0, 'Dark': 1.0, 'Steel': 1.0, 'Fairy': 1.0}","['Fire', 'Electric', 'Ice', 'Flying', 'Rock']","['Grass', 'Fighting', 'Bug']",['Ground']
Leafeon,Grass,,"['Fire', 'Ice', 'Poison', 'Flying', 'Bug']",,"['Water', 'Electric', 'Grass', 'Ground']",,,,"{'Normal': 1.0, 'Fire': 2.0, 'Water': 0.5, 'Electric': 0.5, 'Grass': 0.5, 'Ice': 2.0, 'Fighting': 1.0, 'Poison': 2.0, 'Ground': 0.5, 'Flying': 2.0, 'Psychic': 1.0, 'Bug': 2.0, 'Rock': 1.0, 'Ghost': 1.0, 'Dragon': 1.0, 'Dark': 1.0, 'Steel': 1.0, 'Fairy': 1.0}","['Fire', 'Ice', 'Poison', 'Flying', 'Bug']","['Water', 'Electric', 'Grass', 'Ground']",[]
Glaceon,Ice,,"['Fire', 'Fighting', 'Rock', 'Steel']",,['Ice'],,,,"{'Normal': 1.0, 'Fire': 2.0, 'Water': 1.0, 'Electric': 1.0, 'Grass': 1.0, 'Ice': 0.5, 'Fighting': 2.0, 'Poison': 1.0, 'Ground': 1.0, 'Flying': 1.0, 'Psychic': 1.0, 'Bug': 1.0, 'Rock': 2.0, 'Ghost': 1.0, 'Dragon': 1.0, 'Dark': 1.0, 'Steel': 2.0, 'Fairy': 1.0}","['Fire', 'Fighting', 'Rock', 'Steel']",['Ice'],[]
Gliscor,Ground,Flying,"['Water', 'Grass', 'Ice']",['Electric'],"['Poison', 'Rock']","['Electric', 'Ice', 'Rock']",['Ground'],"['Grass', 'Fighting', 'Bug']","{'Normal': 1.0, 'Fire': 1.0, 'Water': 2.0, 'Electric': 0.0, 'Grass': 1.0, 'Ice': 4.0, 'Fighting': 0.5, 'Poison': 0.5, 'Ground': 0.0, 'Flying': 1.0, 'Psychic': 1.0, 'Bug': 0.5, 'Rock': 1.0, 'Ghost': 1.0, 'Dragon': 1.0, 'Dark': 1.0, 'Steel': 1.0, 'Fairy': 1.0}","['Water', 'Ice']","['Fighting', 'Poison', 'Bug']","['Electric', 'Ground']"
Mamoswine,Ice,Ground,"['Fire', 'Fighting', 'Rock', 'Steel']",,['Ice'],"['Water', 'Grass', 'Ice']",['Electric'],"['Poison', 'Rock']","{'Normal': 1.0, 'Fire': 2.0, 'Water': 2.0, 'Electric': 0.0, 'Grass': 2.0, 'Ice': 1.0, 'Fighting': 2.0, 'Poison': 0.5, 'Ground': 1.0, 'Flying': 1.0, 'Psychic': 1.0, 'Bug': 1.0, 'Rock': 1.0, 'Ghost': 1.0, 'Dragon': 1.0, 'Dark': 1.0, 'Steel': 2.0, 'Fairy': 1.0}","['Fire', 'Water', 'Grass', 'Fighting', 'Steel']",['Poison'],['Electric']
Porygon- Z,Normal,,['Fighting'],['Ghost'],,,,,"{'Normal': 1.0, 'Fire': 1.0, 'Water': 1.0, 'Electric': 1.0, 'Grass': 1.0, 'Ice': 1.0, 'Fighting': 2.0, 'Poison': 1.0, 'Ground': 1.0, 'Flying': 1.0, 'Psychic': 1.0, 'Bug': 1.0, 'Rock': 1.0, 'Ghost': 0.0, 'Dragon': 1.0, 'Dark': 1.0, 'Steel': 1.0, 'Fairy': 1.0}",['Fighting'],[],['Ghost']
Gallade,Psychic,Fighting,"['Bug', 'Ghost', 'Dark']",,"['Fighting', 'Psychic']","['Flying', 'Psychic', 'Fairy']",,"['Bug', 'Rock', 'Dark']","{'Normal': 1.0, 'Fire': 1.0, 'Water': 1.0, 'Electric': 1.0, 'Grass': 1.0, 'Ice': 1.0, 'Fighting': 0.5, 'Poison': 1.0, 'Ground': 1.0, 'Flying': 2.0, 'Psychic': 1.0, 'Bug': 1.0, 'Rock': 0.5, 'Ghost': 2.0, 'Dragon': 1.0, 'Dark': 1.0, 'Steel': 1.0, 'Fairy': 2.0}","['Flying', 'Ghost', 'Fairy']","['Fighting', 'Rock']",[]
